"Table 128. Retinol intake in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,566,10.7,378
"Under 6 years",6871,544,12.1,461
"6–11 years",3134,601,13.3,516
"12–19 years",3119,604,25.6,417
"20–59 years",10940,538,15.2,328
"60 years and over",5039,631,24.3,402
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,535,19.7,345
"Under 6 years",3145,538,25.8,431
"6–11 years",1446,586,31.2,483
"12–19 years",1345,533,31.7,369
"20–59 years",3329,529,35.1,282
"60 years and over",1431,505,39,304
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,576,13.7,395
"Under 6 years",3128,552,12.8,477
"6–11 years",1439,608,15.2,535
"12–19 years",1469,629,32.4,432
"20–59 years",6710,543,18.8,341
"60 years and over",3024,657,32.3,430
,,,,
"MALES ----------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,649,15.8,443
"Under 6 years",3410,579,21.5,485
"6–11 years",1581,659,21.3,547
"12–19 years",1461,706,32,508
"20–59 years",5019,625,25.7,391
"60 years and over",2451,730,30.7,482
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,603,29.8,399
"Under 6 years",1564,590,53.6,437
"6–11 years",713,660,56.9,503
"12–19 years",634,598,45.4,452
"20–59 years",1390,614,47.1,336
"60 years and over",628,510,44.6,305
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,660,20.1,458
"Under 6 years",1548,578,17.1,507
"6–11 years",746,666,24.1,593
"12–19 years",673,743,38.7,561
"20–59 years",3226,631,31.2,406
"60 years and over",1576,753,40,513
,,,,
"FEMALE ---------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,489,10.9,329
"Under 6 years",3461,506,9.8,447
"6–11 years",1553,539,17.4,476
"12–19 years",1658,500,30.7,323
"20–59 years",5921,455,14.2,288
"60 years and over",2588,557,25.6,351
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,481,20.5,311
"Under 6 years",1581,482,14,416
"6–11 years",733,518,23,443
"12–19 years",711,476,39.1,287
"20–59 years",1939,464,40.7,244
"60 years and over",803,502,58.6,299
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,492,13.4,336
"Under 6 years",1580,524,15.3,453
"6–11 years",693,542,26,478
"12–19 years",796,512,42.3,325
"20–59 years",3484,455,15.9,296
"60 years and over",1448,574,32.7,370
