"Table 122. Beta-Cryptoxanthin intake in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,104,3.1,24
"Under 6 years",6871,77,2.7,30
"6–11 years",3134,95,6.4,27
"12–19 years",3119,98,6.8,13
"20–59 years",10940,110,3.8,21
"60 years and over",5039,111,6,46
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,101,4.6,18
"Under 6 years",3145,79,3.4,25
"6–11 years",1446,101,10.6,30
"12–19 years",1345,106,11.7,13
"20–59 years",3329,110,8,13
"60 years and over",1431,89,4.5,24
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,106,3.8,26
"Under 6 years",3128,77,3.4,33
"6–11 years",1439,93,8.2,26
"12–19 years",1469,95,8.1,13
"20–59 years",6710,110,4.4,24
"60 years and over",3024,116,7.5,52
,,,,
"MALE -----------------------------------------------",,,,
,,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,115,4.5,25
"Under 6 years",3410,76,3.3,28
"6–11 years",1581,98,10.3,26
"12–19 years",1461,107,9.7,13
"20–59 years",5019,126,5.5,25
"60 years and over",2451,113,10.6,34
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,108,6.8,16
"Under 6 years",1564,86,5.7,27
"6–11 years",713,96,8.5,31
"12–19 years",634,106,13.3,11
"20–59 years",1390,127,14.1,12
"60 years and over",628,81,5.8,12
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,117,5.5,28
"Under 6 years",1548,73,3.9,30
"6–11 years",746,101,14.9,26
"12–19 years",673,110,12.4,15
"20–59 years",3226,126,6,28
"60 years and over",1576,118,13.6,40
,,,,
"FEMALE ---------------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,95,3.2,24
"Under 6 years",3461,77,3.5,31
"6–11 years",1553,92,7.7,28
"12–19 years",1658,88,8.2,12
"20–59 years",5921,94,4.2,19
"60 years and over",2588,110,5,58
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,95,6.1,20
"Under 6 years",1581,71,3.8,24
"6–11 years",733,106,18.4,29
"12–19 years",711,106,18.9,13
"20–59 years",1939,96,7.7,16
"60 years and over",803,92,6.6,33
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,95,3.8,25
"Under 6 years",1580,82,4.6,38
"6–11 years",693,85,6.7,26
"12–19 years",796,80,8.7,12
"20–59 years",3484,94,5.2,20
"60 years and over",1448,114,6.3,67
