"Table 120. Beta-Carotene equivalents in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,2255,49.5,854
"Under 6 years",6871,1269,48.1,509
"6–11 years",3134,1438,90.5,563
"12–19 years",3119,1656,116,645
"20–59 years",10940,2425,78.4,964
"60 years and over",5039,3081,91.6,1252
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,1889,76.8,659
"Under 6 years",3145,1170,55.9,486
"6–11 years",1446,1354,102.1,604
"12–19 years",1345,1357,127.9,617
"20–59 years",3329,2184,147.1,723
"60 years and over",1431,2747,168.3,875
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,2367,62.2,920
"Under 6 years",3128,1330,64.2,524
"6–11 years",1439,1486,116.5,568
"12–19 years",1469,1770,146,645
"20–59 years",6710,2483,94.7,1016
"60 years and over",3024,3218,108.6,1385
,,,,
"MALES -------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,2340,66.2,917
"Under 6 years",3410,1322,63.6,523
"6–11 years",1581,1420,126.1,612
"12–19 years",1461,1806,239.2,734
"20–59 years",5019,2581,124.1,1067
"60 years and over",2451,3116,118.6,1146
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,1996,104.7,698
"Under 6 years",1564,1209,90,528
"6–11 years",713,1371,147.4,649
"12–19 years",634,1289,128.5,624
"20–59 years",1390,2516,230,869
"60 years and over",628,2965,262.4,874
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,2448,85.1,971
"Under 6 years",1548,1375,83.4,523
"6–11 years",746,1439,136.2,598
"12–19 years",673,1980,363,762
"20–59 years",3226,2615,154.7,1102
"60 years and over",1576,3207,127.3,1233
,,,,
"FEMALE -----------------------------------",,,,
,,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,2175,61.1,797
"Under 6 years",3461,1214,52.5,483
"6–11 years",1553,1457,121,508
"12–19 years",1658,1504,214.5,547
"20–59 years",5921,2277,86.4,859
"60 years and over",2588,3054,106.3,1368
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,1805,106.4,624
"Under 6 years",1581,1128,70.7,446
"6–11 years",733,1337,134.8,541
"12–19 years",711,1416,173.8,587
"20–59 years",1939,1930,190.6,647
"60 years and over",803,2640,206.5,880
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,2286,77.2,859
"Under 6 years",1580,1282,66.4,525
"6–11 years",693,1538,194.4,508
"12–19 years",796,1551,298.4,544
"20–59 years",3484,2351,97.8,916
"60 years and over",1448,3228,142.3,1494
