"Table 126. Lycopene intake in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,7781,187.4,2144
"Under 6 years",6871,5229,165.3,1219
"6–11 years",3134,7875,465.8,2933
"12–19 years",3119,9778,541.7,3859
"20–59 years",10940,8382,285.3,2489
"60 years and over",5039,5584,279.8,1210
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,7797,375.2,1813
"Under 6 years",3145,5644,356.9,1405
"6–11 years",1446,8573,653.4,2902
"12–19 years",1345,8712,769.5,2902
"20–59 years",3329,8631,738.6,1834
"60 years and over",1431,5561,574.5,151
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,7896,207.9,2420
"Under 6 years",3128,5066,200.2,1118
"6–11 years",1439,7741,588.2,3061
"12–19 years",1469,10176,718.6,4305
"20–59 years",6710,8415,312.9,2680
"60 years and over",3024,5821,388,1376
,,,,
"MALES -----------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,9377,326.7,2874
"Under 6 years",3410,5599,303.1,1276
"6–11 years",1581,8476,828.5,3483
"12–19 years",1461,11456,817.7,5179
"20–59 years",5019,10466,479.9,3085
"60 years and over",2451,6361,402.2,1328
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,9626,698.8,2551
"Under 6 years",1564,6278,584.8,1760
"6–11 years",713,9568,1095.2,3538
"12–19 years",634,9462,990,3821
"20–59 years",1390,11890,1436.4,2902
"60 years and over",628,5659,918.7,–
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,9432,345.8,2902
"Under 6 years",1548,5319,402.9,1093
"6–11 years",746,8219,974.4,3507
"12–19 years",673,12228,1113,5782
"20–59 years",3226,10292,504.6,3129
"60 years and over",1576,6692,542.6,1453
,,,,
"FEMALES ---------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,6282,205.2,1815
"Under 6 years",3461,4837,248.7,1121
"6–11 years",1553,7246,527.7,2646
"12–19 years",1658,8068,643.1,2902
"20–59 years",5921,6401,259.3,1844
"60 years and over",2588,5003,333.8,1087
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,6354,387.4,1301
"Under 6 years",1581,4970,485.5,1121
"6–11 years",733,7652,820.6,2722
"12–19 years",711,8066,1246.8,2258
"20–59 years",1939,6148,491.5,1276
"60 years and over",803,5512,771.5,242
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,6370,215.6,1893
"Under 6 years",1580,4801,216.8,1149
"6–11 years",693,7212,622,2680
"12–19 years",796,8041,550.7,3468
"20–59 years",3484,6534,285.2,2006
"60 years and over",1448,5071,421.6,1316
