"Table 14. Monounsaturated fat intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,31,0.3,26
"Under 6 years",6871,19,0.3,17
"6–11 years",3134,28,0.5,26
"12–19 years",3121,35,0.7,31
"20–59 years",10940,34,0.5,29
"60 years and over",5039,24,0.3,21
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,29,0.4,24
"Under 6 years",3145,20,0.5,18
"6–11 years",1446,29,0.7,26
"12–19 years",1345,35,0.9,31
"20–59 years",3329,32,0.7,27
"60 years and over",1431,21,0.6,18
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,31,0.4,27
"Under 6 years",3128,19,0.4,17
"6–11 years",1439,28,0.6,25
"12–19 years",1470,35,0.9,31
"20–59 years",6710,35,0.6,30
"60 years and over",3024,25,0.4,22
,,,,
"MALES --------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,37,0.5,32
"Under 6 years",3410,20,0.4,18
"6–11 years",1581,31,0.8,28
"12–19 years",1462,41,0.9,38
"20–59 years",5019,41,0.8,38
"60 years and over",2451,29,0.4,26
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,34,0.7,30
"Under 6 years",1564,21,0.5,19
"6–11 years",713,32,1.1,30
"12–19 years",634,39,1.2,35
"20–59 years",1390,39,1.3,33
"60 years and over",628,26,1,23
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,38,0.6,33
"Under 6 years",1548,19,0.4,17
"6–11 years",746,31,1,28
"12–19 years",674,42,1.3,38
"20–59 years",3226,42,0.8,38
"60 years and over",1576,30,0.5,27
,,,,
"FEMALES --------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,25,0.2,22
"Under 6 years",3461,19,0.4,17
"6–11 years",1553,26,0.5,23
"12–19 years",1659,28,0.8,25
"20–59 years",5921,27,0.3,24
"60 years and over",2588,20,0.3,18
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,25,0.4,21
"Under 6 years",1581,19,0.7,17
"6–11 years",733,26,1,23
"12–19 years",711,30,1.5,26
"20–59 years",1939,27,0.8,23
"60 years and over",803,18,0.7,16
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,25,0.3,22
"Under 6 years",1580,18,0.4,17
"6–11 years",693,25,0.6,23
"12–19 years",796,28,0.7,25
"20–59 years",3484,27,0.4,24
"60 years and over",1448,21,0.4,19
