"Table 84. Animal protein intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,53,0.6,46
"Under 6 years",6871,34,0.4,32
"6–11 years",3134,48,0.8,44
"12–19 years",3121,58,1.4,50
"20–59 years",10940,59,1,51
"60 years and over",5039,44,0.6,40
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,51,0.8,43
"Under 6 years",3145,36,0.6,33
"6–11 years",1446,48,1.3,44
"12–19 years",1345,55,1.5,48
"20–59 years",3329,58,1.6,48
"60 years and over",1431,39,1.5,36
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,54,0.8,47
"Under 6 years",3128,33,0.5,31
"6–11 years",1439,47,1.2,44
"12–19 years",1470,58,1.8,50
"20–59 years",6710,60,1.2,52
"60 years and over",3024,45,0.7,41
,,,,
"MALES ----------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,64,0.9,56
"Under 6 years",3410,35,0.4,32
"6–11 years",1581,51,1.3,48
"12–19 years",1462,70,1.7,62
"20–59 years",5019,73,1.4,65
"60 years and over",2451,52,0.8,46
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,61,1.4,50
"Under 6 years",1564,37,0.8,35
"6–11 years",713,54,1.9,50
"12–19 years",634,64,2.3,58
"20–59 years",1390,74,2.7,63
"60 years and over",628,45,2,40
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,65,1,58
"Under 6 years",1548,34,0.6,31
"6–11 years",746,50,1.6,47
"12–19 years",674,73,2.3,65
"20–59 years",3226,73,1.4,65
"60 years and over",1576,53,0.9,48
,,,,
"FEMALES --------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,43,0.5,39
"Under 6 years",3461,33,0.6,30
"6–11 years",1553,44,1.1,41
"12–19 years",1659,45,1.2,39
"20–59 years",5921,46,0.8,41
"60 years and over",2588,38,0.8,34
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,43,0.7,38
"Under 6 years",1581,35,0.9,32
"6–11 years",733,43,1.5,40
"12–19 years",711,47,1.9,43
"20–59 years",1939,46,1.5,40
"60 years and over",803,37,1.8,34
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,44,0.6,40
"Under 6 years",1580,32,0.7,30
"6–11 years",693,44,1.6,41
"12–19 years",796,43,1.3,39
"20–59 years",3484,47,1,42
"60 years and over",1448,38,0.8,35
