"Table 12. Saturated fat intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,28,0.3,24
"Under 6 years",6871,21,0.3,19
"6–11 years",3134,28,0.4,26
"12–19 years",3121,32,0.6,29
"20–59 years",10940,30,0.4,26
"60 years and over",5039,21,0.3,18
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,27,0.4,23
"Under 6 years",3145,22,0.4,20
"6–11 years",1446,28,0.7,26
"12–19 years",1345,32,1,28
"20–59 years",3329,29,0.8,24
"60 years and over",1431,18,0.6,16
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,28,0.4,25
"Under 6 years",3128,20,0.3,18
"6–11 years",1439,27,0.6,25
"12–19 years",1470,32,0.8,29
"20–59 years",6710,31,0.5,27
"60 years and over",3024,22,0.4,19
,,,,
"MALES -----------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,33,0.4,29
"Under 6 years",3410,21,0.3,20
"6–11 years",1581,30,0.7,28
"12–19 years",1462,38,0.8,34
"20–59 years",5019,36,0.7,33
"60 years and over",2451,25,0.4,22
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,31,0.7,27
"Under 6 years",1564,22,0.5,21
"6–11 years",713,31,1,29
"12–19 years",634,36,1.4,32
"20–59 years",1390,35,1.2,30
"60 years and over",628,22,0.7,19
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,34,0.5,30
"Under 6 years",1548,20,0.4,19
"6–11 years",746,30,0.9,28
"12–19 years",674,39,1,35
"20–59 years",3226,37,0.7,34
"60 years and over",1576,26,0.4,23
,,,,
"FEMALES --------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,23,0.2,20
"Under 6 years",3461,20,0.3,18
"6–11 years",1553,25,0.4,23
"12–19 years",1659,26,0.8,23
"20–59 years",5921,24,0.3,22
"60 years and over",2588,18,0.3,16
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,23,0.4,20
"Under 6 years",1581,21,0.6,19
"6–11 years",733,26,0.8,23
"12–19 years",711,28,1.7,23
"20–59 years",1939,24,0.9,21
"60 years and over",803,16,0.8,14
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,23,0.3,21
"Under 6 years",1580,19,0.4,17
"6–11 years",693,24,0.6,23
"12–19 years",796,26,0.8,23
"20–59 years",3484,24,0.4,22
"60 years and over",1448,18,0.4,16
