"Table 18. Cholesterol intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,270,3.7,201
"Under 6 years",6871,175,3.9,131
"6–11 years",3134,231,5.3,182
"12–19 years",3121,274,7.6,210
"20–59 years",10940,301,6,226
"60 years and over",5039,230,4.7,167
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,275,6,205
"Under 6 years",3145,202,5.6,156
"6–11 years",1446,238,8.9,186
"12–19 years",1345,277,9.6,214
"20–59 years",3329,325,10.2,242
"60 years and over",1431,221,8.2,162
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,268,4.7,200
"Under 6 years",3128,158,4.7,122
"6–11 years",1439,223,6.9,178
"12–19 years",1470,272,11.3,208
"20–59 years",6710,295,6.9,222
"60 years and over",3024,234,6.1,168
,,,,
"MALES ---------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,324,5.2,246
"Under 6 years",3410,180,4.6,135
"6–11 years",1581,240,6,196
"12–19 years",1462,336,12.5,256
"20–59 years",5019,368,8.3,282
"60 years and over",2451,288,7.6,219
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,330,10.7,247
"Under 6 years",1564,211,6.7,169
"6–11 years",713,263,11.6,213
"12–19 years",634,331,19.7,259
"20–59 years",1390,409,17.1,311
"60 years and over",628,277,13.2,223
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,323,6.2,246
"Under 6 years",1548,162,6.2,124
"6–11 years",746,228,7.7,186
"12–19 years",674,342,17.5,257
"20–59 years",3226,360,8.9,279
"60 years and over",1576,291,10,222
,,,,
"FEMALES --------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,219,3.2,166
"Under 6 years",3461,170,4.7,129
"6–11 years",1553,222,7.3,166
"12–19 years",1659,211,6,171
"20–59 years",5921,238,4.8,181
"60 years and over",2588,187,4.7,144
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,232,5.4,176
"Under 6 years",1581,192,6.7,144
"6–11 years",733,216,11.9,164
"12–19 years",711,231,9.7,184
"20–59 years",1939,261,9.9,194
"60 years and over",803,193,10.4,147
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,213,4.1,162
"Under 6 years",1580,154,5.7,118
"6–11 years",693,219,9.5,165
"12–19 years",796,199,7.8,164
"20–59 years",3484,230,5.7,175
"60 years and over",1448,184,5.2,142
