"Table 86. Vegetable protein intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,24,0.2,21
"Under 6 years",6871,15,0.2,14
"6–11 years",3134,22,0.5,19
"12–19 years",3121,25,0.5,22
"20–59 years",10940,25,0.3,22
"60 years and over",5039,22,0.3,20
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,23,0.4,19
"Under 6 years",3145,16,0.4,14
"6–11 years",1446,23,0.8,20
"12–19 years",1345,24,0.9,21
"20–59 years",3329,25,0.6,21
"60 years and over",1431,19,0.5,17
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,24,0.2,21
"Under 6 years",3128,15,0.3,14
"6–11 years",1439,22,0.6,19
"12–19 years",1470,25,0.7,22
"20–59 years",6710,25,0.3,23
"60 years and over",3024,23,0.3,21
,,,,
"MALES ---------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,27,0.3,24
"Under 6 years",3410,16,0.3,15
"6–11 years",1581,23,0.7,21
"12–19 years",1462,29,0.7,26
"20–59 years",5019,30,0.4,27
"60 years and over",2451,25,0.5,23
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,26,0.5,22
"Under 6 years",1564,16,0.5,15
"6–11 years",713,24,1,21
"12–19 years",634,26,0.9,23
"20–59 years",1390,31,1,27
"60 years and over",628,22,0.8,19
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,28,0.3,25
"Under 6 years",1548,16,0.4,15
"6–11 years",746,24,0.8,21
"12–19 years",674,30,0.9,26
"20–59 years",3226,30,0.5,27
"60 years and over",1576,26,0.5,23
,,,,
"FEMALES -----------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,20,0.2,18
"Under 6 years",3461,14,0.2,13
"6–11 years",1553,20,0.6,18
"12–19 years",1659,21,0.6,19
"20–59 years",5921,21,0.3,19
"60 years and over",2588,20,0.3,18
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,20,0.4,17
"Under 6 years",1581,15,0.5,13
"6–11 years",733,22,1.1,19
"12–19 years",711,22,1.1,20
"20–59 years",1939,21,0.6,18
"60 years and over",803,18,0.6,16
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,20,0.2,18
"Under 6 years",1580,14,0.3,14
"6–11 years",693,19,0.5,18
"12–19 years",796,20,0.6,18
"20–59 years",3484,21,0.3,19
"60 years and over",1448,20,0.3,19
