"Table 54. Fiber intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,16,0.1,14
"Under 6 years",6871,10,0.2,9
"6–11 years",3134,14,0.3,12
"12–19 years",3121,15,0.3,13
"20–59 years",10940,17,0.1,15
"60 years and over",5039,17,0.2,14
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,15,0.3,12
"Under 6 years",3145,10,0.3,9
"6–11 years",1446,15,0.5,12
"12–19 years",1345,15,0.5,12
"20–59 years",3329,16,0.4,13
"60 years and over",1431,14,0.4,12
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,16,0.1,14
"Under 6 years",3128,10,0.2,9
"6–11 years",1439,13,0.4,12
"12–19 years",1470,15,0.4,13
"20–59 years",6710,17,0.2,15
"60 years and over",3024,17,0.3,15
,,,,
"MALES ---------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,18,0.2,15
"Under 6 years",3410,10,0.2,9
"6–11 years",1581,14,0.4,13
"12–19 years",1462,17,0.4,15
"20–59 years",5019,20,0.2,17
"60 years and over",2451,19,0.4,16
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,17,0.4,13
"Under 6 years",1564,10,0.3,10
"6–11 years",713,15,0.6,13
"12–19 years",634,15,0.5,13
"20–59 years",1390,20,0.7,16
"60 years and over",628,15,0.6,13
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,18,0.2,16
"Under 6 years",1548,10,0.2,10
"6–11 years",746,14,0.5,13
"12–19 years",674,17,0.5,15
"20–59 years",3226,20,0.2,17
"60 years and over",1576,19,0.4,17
,,,,
"FEMALES ------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,14,0.2,12
"Under 6 years",3461,9,0.2,8
"6–11 years",1553,13,0.4,11
"12–19 years",1659,13,0.4,11
"20–59 years",5921,14,0.2,13
"60 years and over",2588,15,0.2,13
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,13,0.3,11
"Under 6 years",1581,9,0.3,8
"6–11 years",733,14,0.8,12
"12–19 years",711,14,0.8,11
"20–59 years",1939,13,0.3,11
"60 years and over",803,13,0.5,11
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,14,0.2,12
"Under 6 years",1580,9,0.2,8
"6–11 years",693,12,0.4,11
"12–19 years",796,13,0.5,11
"20–59 years",3484,14,0.2,13
"60 years and over",1448,16,0.2,14
