"Table 32. Percent of calories from polyunsaturated fat by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,6.9,0.06,6.3
"Under 6 years",6871,6.1,0.08,5.6
"6–11 years",3134,6.2,0.11,5.5
"12–19 years",3119,6.7,0.12,6
"20–59 years",10940,7.2,0.08,6.6
"60 years and over",5039,6.8,0.07,6.2
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,6.6,0.06,5.9
"Under 6 years",3145,6.4,0.12,5.8
"6–11 years",1446,6.1,0.17,5.4
"12–19 years",1345,6.9,0.2,6.2
"20–59 years",3329,6.8,0.1,6.2
"60 years and over",1431,6.4,0.14,5.6
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,7,0.07,6.4
"Under 6 years",3128,6,0.07,5.4
"6–11 years",1439,6.3,0.13,5.6
"12–19 years",1469,6.7,0.14,6
"20–59 years",6710,7.3,0.09,6.7
"60 years and over",3024,6.9,0.09,6.3
,,,,
"MALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,6.8,0.07,6.1
"Under 6 years",3410,6.1,0.11,5.6
"6–11 years",1581,6.1,0.17,5.4
"12–19 years",1461,6.4,0.17,5.9
"20–59 years",5019,7.1,0.09,6.5
"60 years and over",2451,6.7,0.08,6.3
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,6.5,0.13,5.8
"Under 6 years",1564,6.5,0.2,5.9
"6–11 years",713,6.4,0.36,5.4
"12–19 years",634,6.9,0.36,6.2
"20–59 years",1390,6.5,0.16,5.8
"60 years and over",628,6.5,0.21,5.9
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,6.8,0.08,6.2
"Under 6 years",1548,6,0.1,5.4
"6–11 years",746,6,0.17,5.4
"12–19 years",673,6.2,0.16,5.7
"20–59 years",3226,7.2,0.1,6.6
"60 years and over",1576,6.8,0.09,6.3
,,,,
"FEMALES -----------------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,7,0.07,6.4
"Under 6 years",3461,6.2,0.07,5.6
"6–11 years",1553,6.3,0.15,5.7
"12–19 years",1658,7.1,0.18,6.2
"20–59 years",5921,7.3,0.09,6.7
"60 years and over",2588,6.8,0.09,6.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,6.7,0.09,6
"Under 6 years",1581,6.4,0.12,5.7
"6–11 years",733,5.8,0.19,5.2
"12–19 years",711,6.9,0.24,6.2
"20–59 years",1939,7.1,0.12,6.4
"60 years and over",803,6.3,0.16,5.6
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,7.2,0.09,6.5
"Under 6 years",1580,6,0.08,5.5
"6–11 years",693,6.6,0.22,5.9
"12–19 years",796,7.2,0.24,6.3
"20–59 years",3484,7.4,0.11,6.8
"60 years and over",1448,7,0.13,6.3
