"Table 22. Percent of calories from protein by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,15.1,0.07,14.5
"Under 6 years",6871,14.1,0.09,13.8
"6–11 years",3134,14.4,0.14,14.1
"12–19 years",3119,14,0.17,13.7
"20–59 years",10940,15.2,0.1,14.6
"60 years and over",5039,16.1,0.11,15.5
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,14.9,0.12,14.5
"Under 6 years",3145,14.3,0.15,14
"6–11 years",1446,14.6,0.16,14.2
"12–19 years",1345,14,0.21,13.7
"20–59 years",3329,15.1,0.19,14.6
"60 years and over",1431,16.4,0.27,15.7
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,15.1,0.08,14.5
"Under 6 years",3128,13.9,0.14,13.6
"6–11 years",1439,14.3,0.18,13.9
"12–19 years",1469,14,0.19,13.7
"20–59 years",6710,15.2,0.11,14.6
"60 years and over",3024,16.1,0.11,15.5
,,,,
"FEMALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,15.1,0.1,14.6
"Under 6 years",3410,14.1,0.11,13.8
"6–11 years",1581,14.2,0.19,13.9
"12–19 years",1461,14.5,0.2,14.2
"20–59 years",5019,15.3,0.12,14.7
"60 years and over",2451,16,0.12,15.4
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,15.2,0.13,14.7
"Under 6 years",1564,14.3,0.19,14.1
"6–11 years",713,14.6,0.23,14.3
"12–19 years",634,14.4,0.33,14
"20–59 years",1390,15.7,0.24,15
"60 years and over",628,16.2,0.4,15.6
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,15,0.1,14.5
"Under 6 years",1548,13.9,0.17,13.6
"6–11 years",746,14,0.24,13.6
"12–19 years",673,14.5,0.22,14.2
"20–59 years",3226,15.2,0.13,14.6
"60 years and over",1576,15.9,0.15,15.4
,,,,
"FEMALES -----------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,15,0.09,14.5
"Under 6 years",3461,14.1,0.11,13.9
"6–11 years",1553,14.7,0.18,14.3
"12–19 years",1658,13.6,0.2,13.2
"20–59 years",5921,15.1,0.11,14.6
"60 years and over",2588,16.3,0.14,15.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,14.7,0.13,14.3
"Under 6 years",1581,14.2,0.18,13.9
"6–11 years",733,14.5,0.22,14.1
"12–19 years",711,13.7,0.25,13.5
"20–59 years",1939,14.6,0.19,14.3
"60 years and over",803,16.4,0.34,15.8
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,15.1,0.1,14.5
"Under 6 years",1580,13.9,0.15,13.6
"6–11 years",693,14.7,0.27,14.3
"12–19 years",796,13.5,0.28,13.1
"20–59 years",3484,15.3,0.13,14.7
"60 years and over",1448,16.2,0.13,15.6
