"Table 30. Percent of calories from monounsaturated fat by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29103,12.5,0.07,12.5
"Under 6 years",6871,11.8,0.12,11.7
"6–11 years",3134,12.6,0.09,12.5
"12–19 years",3119,12.6,0.1,12.6
"20–59 years",10940,12.7,0.11,12.7
"60 years and over",5039,12.1,0.1,12.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,12.4,0.1,12.3
"Under 6 years",3145,12.2,0.18,12.1
"6–11 years",1446,12.6,0.15,12.4
"12–19 years",1345,13,0.15,12.9
"20–59 years",3329,12.3,0.12,12.3
"60 years and over",1431,12,0.19,12
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,12.6,0.09,12.5
"Under 6 years",3128,11.6,0.12,11.5
"6–11 years",1439,12.5,0.12,12.4
"12–19 years",1469,12.5,0.14,12.5
"20–59 years",6710,12.8,0.13,12.8
"60 years and over",3024,12.2,0.1,12.1
,,,,
"MALES ------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13922,12.7,0.1,12.7
"Under 6 years",3410,11.7,0.12,11.7
"6–11 years",1581,12.7,0.12,12.5
"12–19 years",1461,12.7,0.15,12.7
"20–59 years",5019,13,0.15,13
"60 years and over",2451,12.6,0.14,12.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,12.6,0.14,12.6
"Under 6 years",1564,12.2,0.18,12.2
"6–11 years",713,12.8,0.17,12.8
"12–19 years",634,13.2,0.28,13.1
"20–59 years",1390,12.3,0.19,12.4
"60 years and over",628,13.1,0.34,13
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7769,12.8,0.11,12.8
"Under 6 years",1548,11.4,0.14,11.4
"6–11 years",746,12.5,0.16,12.4
"12–19 years",673,12.6,0.19,12.5
"20–59 years",3226,13.1,0.16,13.1
"60 years and over",1576,12.5,0.15,12.4
,,,,
"FEMALES -----------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,12.3,0.07,12.2
"Under 6 years",3461,11.9,0.14,11.7
"6–11 years",1553,12.5,0.13,12.4
"12–19 years",1658,12.6,0.16,12.6
"20–59 years",5921,12.5,0.1,12.4
"60 years and over",2588,11.8,0.1,11.7
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,12.2,0.11,12.2
"Under 6 years",1581,12.1,0.25,12
"6–11 years",733,12.3,0.26,12.2
"12–19 years",711,12.7,0.24,12.7
"20–59 years",1939,12.3,0.16,12.3
"60 years and over",803,11.4,0.22,11.2
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,12.4,0.09,12.3
"Under 6 years",1580,11.8,0.16,11.6
"6–11 years",693,12.6,0.16,12.5
"12–19 years",796,12.5,0.19,12.5
"20–59 years",3484,12.6,0.12,12.5
"60 years and over",1448,11.9,0.13,11.9
