"Table 138. Pectin intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29104,1.7,0.02,1.2
"Under 6 years",6871,1,0.03,0.8
"6–11 years",3134,1.2,0.05,0.9
"12–19 years",3121,1.3,0.04,0.9
"20–59 years",10939,1.8,0.02,1.4
"60 years and over",5039,1.9,0.03,1.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,1.4,0.03,1
"Under 6 years",3145,0.9,0.03,0.8
"6–11 years",1446,1.2,0.06,1
"12–19 years",1345,1.2,0.07,0.8
"20–59 years",3329,1.6,0.06,1
"60 years and over",1431,1.6,0.06,1.2
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15770,1.7,0.02,1.3
"Under 6 years",3128,1,0.04,0.8
"6–11 years",1439,1.2,0.06,0.9
"12–19 years",1470,1.4,0.05,0.9
"20–59 years",6709,1.9,0.03,1.5
"60 years and over",3024,2,0.04,1.8
,,,,
"MALES --------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,1.9,0.03,1.4
"Under 6 years",3410,1,0.03,0.8
"6–11 years",1581,1.2,0.06,1
"12–19 years",1462,1.5,0.06,1
"20–59 years",5019,2.2,0.04,1.7
"60 years and over",2451,2.1,0.05,1.7
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,1.5,0.05,1.1
"Under 6 years",1564,1,0.04,0.8
"6–11 years",713,1.2,0.06,1
"12–19 years",634,1.2,0.08,0.9
"20–59 years",1390,2,0.1,1.3
"60 years and over",628,1.6,0.09,1.1
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,2,0.04,1.5
"Under 6 years",1548,1,0.04,0.9
"6–11 years",746,1.3,0.07,1
"12–19 years",674,1.6,0.09,1
"20–59 years",3226,2.2,0.05,1.8
"60 years and over",1576,2.2,0.05,1.8
,,,,
"FEMALES ----------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15181,1.4,0.02,1.1
"Under 6 years",3461,1,0.03,0.8
"6–11 years",1553,1.2,0.05,0.9
"12–19 years",1659,1.1,0.05,0.9
"20–59 years",5920,1.5,0.03,1.2
"60 years and over",2588,1.8,0.04,1.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,1.2,0.04,0.9
"Under 6 years",1581,0.9,0.03,0.7
"6–11 years",733,1.2,0.08,0.9
"12–19 years",711,1.2,0.1,0.8
"20–59 years",1939,1.3,0.06,0.9
"60 years and over",803,1.6,0.07,1.3
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8000,1.5,0.02,1.2
"Under 6 years",1580,1,0.04,0.8
"6–11 years",693,1.2,0.07,0.9
"12–19 years",796,1.1,0.06,0.9
"20–59 years",3483,1.5,0.03,1.2
"60 years and over",1448,1.9,0.04,1.7
