"Table 140. Starch intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,111,1.2,99
"Under 6 years",6871,71,0.9,67
"6–11 years",3134,108,2.2,99
"12–19 years",3121,126,2.7,112
"20–59 years",10940,120,1.5,107
"60 years and over",5039,94,1.2,85
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,109,1.9,95
"Under 6 years",3145,75,1.5,71
"6–11 years",1446,111,2.6,105
"12–19 years",1345,123,3.9,113
"20–59 years",3329,123,3.1,106
"60 years and over",1431,85,2.6,77
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,112,1.3,100
"Under 6 years",3128,70,1.2,67
"6–11 years",1439,107,3,98
"12–19 years",1470,127,3.5,111
"20–59 years",6710,120,1.7,108
"60 years and over",3024,96,1.3,87
,,,,
"MALES ------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,131,1.6,117
"Under 6 years",3410,75,1.2,71
"6–11 years",1581,116,3.2,109
"12–19 years",1462,150,3.7,133
"20–59 years",5019,144,2.2,131
"60 years and over",2451,111,1.9,101
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,127,2.6,111
"Under 6 years",1564,79,1.8,76
"6–11 years",713,116,3.6,109
"12–19 years",634,136,4.2,126
"20–59 years",1390,152,4.7,138
"60 years and over",628,99,4.1,84
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,133,1.9,119
"Under 6 years",1548,74,1.8,70
"6–11 years",746,118,4.4,110
"12–19 years",674,156,5.2,135
"20–59 years",3226,143,2.5,130
"60 years and over",1576,113,1.9,102
,,,,
"FEMALES --------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,93,1.1,85
"Under 6 years",3461,67,0.9,64
"6–11 years",1553,99,2.1,94
"12–19 years",1659,102,2.4,93
"20–59 years",5921,97,1.5,88
"60 years and over",2588,81,1.1,75
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,95,1.9,85
"Under 6 years",1581,71,2.1,66
"6–11 years",733,105,3.5,101
"12–19 years",711,112,5,103
"20–59 years",1939,100,2.9,87
"60 years and over",803,79,2.8,72
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,92,1.1,84
"Under 6 years",1580,66,1.3,64
"6–11 years",693,94,2.4,91
"12–19 years",796,97,2.3,90
"20–59 years",3484,96,1.6,88
"60 years and over",1448,81,1.1,75
