"Table 98. Selenium intake in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,114,1.1,99
"Under 6 years",6871,66,0.8,62
"6–11 years",3134,96,1.7,87
"12–19 years",3121,117,2.4,102
"20–59 years",10940,127,1.6,111
"60 years and over",5039,100,1.3,89
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,106,1.6,91
"Under 6 years",3145,70,1.2,65
"6–11 years",1446,97,2.9,86
"12–19 years",1345,114,3.3,100
"20–59 years",3329,124,2.8,105
"60 years and over",1431,87,2.6,78
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,116,1.4,101
"Under 6 years",3128,65,1,61
"6–11 years",1439,96,2.1,88
"12–19 years",1470,118,3.3,103
"20–59 years",6710,128,1.9,112
"60 years and over",3024,104,1.6,92
,,,,
"MALES ------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,134,1.6,118
"Under 6 years",3410,69,1,64
"6–11 years",1581,102,2.8,92
"12–19 years",1462,140,3.1,125
"20–59 years",5019,153,2.1,137
"60 years and over",2451,118,1.7,106
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,125,2.4,106
"Under 6 years",1564,73,1.6,70
"6–11 years",713,106,4.5,95
"12–19 years",634,127,3.2,112
"20–59 years",1390,157,4.1,137
"60 years and over",628,98,3.5,89
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,137,1.9,122
"Under 6 years",1548,68,1.4,63
"6–11 years",746,102,3.3,93
"12–19 years",674,147,4.6,132
"20–59 years",3226,152,2.4,138
"60 years and over",1576,122,2,109
,,,,
"FEMALES --------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,94,1.1,85
"Under 6 years",3461,63,0.9,59
"6–11 years",1553,90,1.6,82
"12–19 years",1659,93,2.4,87
"20–59 years",5921,102,1.8,92
"60 years and over",2588,87,1.6,78
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,92,1.6,81
"Under 6 years",1581,66,1.9,60
"6–11 years",733,88,2.2,80
"12–19 years",711,103,5.4,92
"20–59 years",1939,99,3,86
"60 years and over",803,81,3,72
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,95,1.5,86
"Under 6 years",1580,62,1.1,59
"6–11 years",693,90,2.3,83
"12–19 years",796,89,1.9,85
"20–59 years",3484,103,2.2,94
"60 years and over",1448,88,1.8,79
