"Table 60. Phosphorus intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,1283,10.1,1161
"Under 6 years",6871,958,9.3,911
"6–11 years",3134,1241,19.2,1169
"12–19 years",3121,1401,28.9,1264
"20–59 years",10940,1364,14.1,1238
"60 years and over",5039,1117,11.2,1018
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,1216,12.9,1076
"Under 6 years",3145,967,16.4,904
"6–11 years",1446,1253,25.8,1184
"12–19 years",1345,1320,35.1,1191
"20–59 years",3329,1331,26.3,1141
"60 years and over",1431,951,23.6,854
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,1306,12.7,1192
"Under 6 years",3128,955,10.7,915
"6–11 years",1439,1238,22.7,1168
"12–19 years",1470,1428,38.6,1294
"20–59 years",6710,1377,15.5,1272
"60 years and over",3024,1156,12.6,1065
,,,,
"MALES -------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,1503,14,1378
"Under 6 years",3410,997,11.8,955
"6–11 years",1581,1336,32.9,1278
"12–19 years",1462,1659,33.8,1499
"20–59 years",5019,1633,19.9,1513
"60 years and over",2451,1297,16.4,1204
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,1420,22.4,1271
"Under 6 years",1564,998,21.3,956
"6–11 years",713,1356,51.6,1293
"12–19 years",634,1494,49.5,1328
"20–59 years",1390,1656,43.7,1483
"60 years and over",628,1062,24.7,973
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,1529,15.8,1410
"Under 6 years",1548,999,12.7,955
"6–11 years",746,1340,35,1282
"12–19 years",674,1724,43.8,1592
"20–59 years",3226,1634,19.6,1520
"60 years and over",1576,1335,19.8,1238
,,,,
"FEMALES -------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,1077,8.7,1003
"Under 6 years",3461,917,12.3,874
"6–11 years",1553,1141,17,1068
"12–19 years",1659,1138,27.3,1054
"20–59 years",5921,1109,13.4,1033
"60 years and over",2588,983,14.3,910
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,1055,14.8,963
"Under 6 years",1581,933,22.1,870
"6–11 years",733,1158,29.2,1077
"12–19 years",711,1169,44.4,1045
"20–59 years",1939,1082,30.5,970
"60 years and over",803,896,29.1,804
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,1085,11.1,1014
"Under 6 years",1580,909,13.9,871
"6–11 years",693,1126,22.6,1052
"12–19 years",796,1120,32.8,1047
"20–59 years",3484,1119,15.5,1053
"60 years and over",1448,1003,16,937
