"Table 62. Potassium intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,2723,19.6,2494
"Under 6 years",6871,1928,20.9,1825
"6–11 years",3134,2344,48.1,2204
"12–19 years",3121,2619,58.9,2323
"20–59 years",10940,2930,27.1,2689
"60 years and over",5039,2718,25.6,2569
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,2497,32.5,2206
"Under 6 years",3145,1943,32.7,1843
"6–11 years",1446,2422,63.4,2265
"12–19 years",1345,2464,78.9,2132
"20–59 years",3329,2751,59.7,2412
"60 years and over",1431,2340,54.5,2103
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,2797,22.7,2571
"Under 6 years",3128,1928,27.2,1824
"6–11 years",1439,2321,52.4,2177
"12–19 years",1470,2661,68.5,2384
"20–59 years",6710,2983,27.9,2741
"60 years and over",3024,2822,26.3,2676
,,,,
"MALES -----------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,3114,25.7,2849
"Under 6 years",3410,1986,27.2,1905
"6–11 years",1581,2493,69.6,2354
"12–19 years",1462,3041,67.2,2692
"20–59 years",5019,3437,35.3,3173
"60 years and over",2451,3047,37.1,2843
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,2846,56.6,2482
"Under 6 years",1564,2007,36.6,1960
"6–11 years",713,2566,89.8,2376
"12–19 years",634,2707,105.6,2388
"20–59 years",1390,3356,102.2,2988
"60 years and over",628,2610,78.7,2355
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,3199,29.5,2950
"Under 6 years",1548,1983,34.5,1872
"6–11 years",746,2491,75.3,2403
"12–19 years",674,3153,79.7,2784
"20–59 years",3226,3473,37.3,3232
"60 years and over",1576,3130,40.7,2934
,,,,
"FEMALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,2355,19.7,2206
"Under 6 years",3461,1867,26.1,1750
"6–11 years",1553,2188,61.5,2056
"12–19 years",1659,2189,65.9,1972
"20–59 years",5921,2447,30.4,2295
"60 years and over",2588,2474,34,2347
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,2221,38,2049
"Under 6 years",1581,1875,49.1,1768
"6–11 years",733,2289,92.6,2133
"12–19 years",711,2253,108.1,1987
"20–59 years",1939,2291,62.4,2096
"60 years and over",803,2207,62.2,2037
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,2399,21.8,2262
"Under 6 years",1580,1871,30.1,1746
"6–11 years",693,2133,62.3,2016
"12–19 years",796,2149,64.9,1945
"20–59 years",3484,2491,32.7,2349
"60 years and over",1448,2556,36.2,2462
