"Table 52. Copper intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,1.3,0.01,1.1
"Under 6 years",6871,0.8,0.01,0.7
"6–11 years",3134,1.1,0.02,1
"12–19 years",3121,1.3,0.03,1.1
"20–59 years",10940,1.4,0.02,1.2
"60 years and over",5039,1.2,0.02,1.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,1.2,0.01,1
"Under 6 years",3145,0.8,0.02,0.8
"6–11 years",1446,1.1,0.03,1
"12–19 years",1345,1.2,0.04,1.1
"20–59 years",3329,1.4,0.03,1.1
"60 years and over",1431,1,0.02,0.9
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,1.3,0.01,1.2
"Under 6 years",3128,0.8,0.01,0.7
"6–11 years",1439,1.1,0.03,1
"12–19 years",1470,1.3,0.03,1.2
"20–59 years",6710,1.5,0.02,1.3
"60 years and over",3024,1.3,0.02,1.1
,,,,
"MALES ---------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,1.5,0.02,1.3
"Under 6 years",3410,0.8,0.01,0.8
"6–11 years",1581,1.1,0.03,1
"12–19 years",1462,1.5,0.03,1.3
"20–59 years",5019,1.7,0.02,1.5
"60 years and over",2451,1.4,0.03,1.2
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,1.3,0.02,1.1
"Under 6 years",1564,0.8,0.02,0.8
"6–11 years",713,1.2,0.04,1.1
"12–19 years",634,1.3,0.04,1.2
"20–59 years",1390,1.6,0.05,1.4
"60 years and over",628,1.1,0.03,1
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,1.5,0.02,1.4
"Under 6 years",1548,0.8,0.02,0.8
"6–11 years",746,1.1,0.04,1
"12–19 years",674,1.5,0.04,1.3
"20–59 years",3226,1.7,0.02,1.5
"60 years and over",1576,1.5,0.04,1.3
,,,,
"FEMALES -----------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,1.1,0.01,1
"Under 6 years",3461,0.8,0.01,0.7
"6–11 years",1553,1,0.03,0.9
"12–19 years",1659,1.1,0.03,1
"20–59 years",5921,1.2,0.02,1.1
"60 years and over",2588,1.1,0.01,1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,1.1,0.02,0.9
"Under 6 years",1581,0.8,0.02,0.7
"6–11 years",733,1.1,0.04,0.9
"12–19 years",711,1.1,0.06,1
"20–59 years",1939,1.1,0.03,1
"60 years and over",803,0.9,0.03,0.9
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,1.1,0.01,1
"Under 6 years",1580,0.8,0.01,0.7
"6–11 years",693,1,0.03,0.9
"12–19 years",796,1.1,0.03,1
"20–59 years",3484,1.2,0.02,1.1
"60 years and over",1448,1.1,0.01,1
