"Table 64. Sodium intake in milligrams by sex, age, and income level: United States, 1988- 94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,3427,32.6,3002
"Under 6 years",6871,2109,30,1986
"6–11 years",3134,3164,66.7,2885
"12–19 years",3121,3880,87.3,3405
"20–59 years",10940,3741,43.6,3297
"60 years and over",5039,2869,42.1,2610
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,3248,46.2,2833
"Under 6 years",3145,2255,56.2,2092
"6–11 years",1446,3265,72.6,2968
"12–19 years",1345,3701,105.3,3281
"20–59 years",3329,3614,84.2,3088
"60 years and over",1431,2561,127.1,2252
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,3506,39.5,3069
"Under 6 years",3128,2046,34.8,1950
"6–11 years",1439,3141,86.6,2826
"12–19 years",1470,3965,117.3,3410
"20–59 years",6710,3794,48.6,3353
"60 years and over",3024,2966,44.5,2746
,,,,
"MALES ------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,4027,46.2,3554
"Under 6 years",3410,2198,37.8,2053
"6–11 years",1581,3378,114.1,3049
"12–19 years",1462,4567,113.1,4179
"20–59 years",5019,4478,57.3,4035
"60 years and over",2451,3401,68,3121
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,3815,76.5,3316
"Under 6 years",1564,2381,66.7,2249
"6–11 years",713,3528,138.9,3159
"12–19 years",634,4142,116.8,3758
"20–59 years",1390,4482,126,3941
"60 years and over",628,3153,267.2,2727
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,4117,52.9,3633
"Under 6 years",1548,2112,44.8,1974
"6–11 years",746,3359,134.1,3032
"12–19 years",674,4789,163,4385
"20–59 years",3226,4513,60.9,4084
"60 years and over",1576,3466,62.5,3187
,,,,
"FEMALES -------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,2864,28.8,2590
"Under 6 years",3461,2016,37.9,1912
"6–11 years",1553,2940,49.7,2728
"12–19 years",1659,3180,90.9,2770
"20–59 years",5921,3040,41.9,2762
"60 years and over",2588,2471,42.3,2321
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,2801,46,2497
"Under 6 years",1581,2122,80.3,1997
"6–11 years",733,3022,70,2898
"12–19 years",711,3321,155,2856
"20–59 years",1939,2953,83.1,2614
"60 years and over",803,2268,91.9,2090
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,2898,35.9,2618
"Under 6 years",1580,1975,41.3,1906
"6–11 years",693,2900,67.9,2647
"12–19 years",796,3107,97.5,2664
"20–59 years",3484,3074,48.1,2795
"60 years and over",1448,2535,55,2389
