"Table 110. Maltose intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,3.1,0.07,1.8
"Under 6 years",6871,2.3,0.05,1.3
"6–11 years",3134,3.6,0.2,2
"12–19 years",3121,3.7,0.16,2
"20–59 years",10940,3.2,0.09,1.9
"60 years and over",5039,2.7,0.06,1.5
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,2.7,0.09,1.5
"Under 6 years",3145,2,0.08,1.1
"6–11 years",1446,2.9,0.18,1.7
"12–19 years",1345,3,0.19,1.8
"20–59 years",3329,3,0.15,1.6
"60 years and over",1431,2,0.1,1.1
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,3.3,0.08,1.9
"Under 6 years",3128,2.5,0.06,1.5
"6–11 years",1439,3.9,0.29,2.2
"12–19 years",1470,4,0.26,2.1
"20–59 years",6710,3.3,0.1,2
"60 years and over",3024,2.8,0.08,1.6
,,,,
"MALES ------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,3.8,0.11,2.2
"Under 6 years",3410,2.4,0.07,1.4
"6–11 years",1581,4.2,0.34,2.3
"12–19 years",1462,4.4,0.29,2.3
"20–59 years",5019,3.9,0.15,2.5
"60 years and over",2451,3.2,0.09,1.8
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,3.1,0.13,1.7
"Under 6 years",1564,2.1,0.1,1.3
"6–11 years",713,3.2,0.24,1.8
"12–19 years",634,3.5,0.26,2
"20–59 years",1390,3.5,0.22,2.1
"60 years and over",628,2.3,0.15,1.1
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,4,0.12,2.4
"Under 6 years",1548,2.6,0.1,1.5
"6–11 years",746,4.5,0.47,2.5
"12–19 years",674,4.8,0.43,2.5
"20–59 years",3226,4,0.17,2.6
"60 years and over",1576,3.4,0.12,2
,,,,
"FEMALES --------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,2.6,0.06,1.5
"Under 6 years",3461,2.2,0.08,1.2
"6–11 years",1553,2.9,0.15,1.8
"12–19 years",1659,2.9,0.15,1.7
"20–59 years",5921,2.6,0.09,1.5
"60 years and over",2588,2.2,0.07,1.3
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,2.4,0.1,1.3
"Under 6 years",1581,2,0.14,1
"6–11 years",733,2.7,0.22,1.6
"12–19 years",711,2.6,0.24,1.7
"20–59 years",1939,2.5,0.17,1.3
"60 years and over",803,1.9,0.14,1.1
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,2.6,0.08,1.6
"Under 6 years",1580,2.4,0.08,1.4
"6–11 years",693,3.1,0.22,2
"12–19 years",796,3.1,0.2,1.7
"20–59 years",3484,2.6,0.1,1.6
"60 years and over",1448,2.3,0.09,1.3
