"Table 108. Lactose intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,16.4,0.25,11.8
"Under 6 years",6871,24.7,0.33,20.7
"6–11 years",3134,21.6,0.46,19.5
"12–19 years",3121,18.8,0.67,13.6
"20–59 years",10940,14.3,0.32,9
"60 years and over",5039,14.7,0.32,11
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,17.1,0.41,12
"Under 6 years",3145,25.1,0.57,20.4
"6–11 years",1446,22.1,0.93,20.2
"12–19 years",1345,16.9,0.98,12
"20–59 years",3329,14.4,0.68,7.8
"60 years and over",1431,13.2,0.66,9.1
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,16.2,0.28,11.7
"Under 6 years",3128,24.2,0.4,20.6
"6–11 years",1439,21.3,0.48,18.5
"12–19 years",1470,19.4,0.89,14.2
"20–59 years",6710,14.4,0.34,9.4
"60 years and over",3024,14.9,0.36,11.4
,,,,
"MALES ------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,18.7,0.35,13.4
"Under 6 years",3410,25.6,0.44,21.9
"6–11 years",1581,24.1,0.85,21.6
"12–19 years",1462,21.9,0.99,17
"20–59 years",5019,16.5,0.55,10.5
"60 years and over",2451,16.5,0.45,12
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,19.5,0.65,14.3
"Under 6 years",1564,25.4,0.75,20.9
"6–11 years",713,24.4,1.76,22.9
"12–19 years",634,18,1.4,13.5
"20–59 years",1390,17.7,1.28,9.1
"60 years and over",628,13.2,0.92,8.2
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,18.5,0.39,13.2
"Under 6 years",1548,25.4,0.64,21.9
"6–11 years",746,24.1,0.83,21.2
"12–19 years",674,23.3,1.21,19.3
"20–59 years",3226,16.5,0.58,10.7
"60 years and over",1576,16.9,0.52,12.4
,,,,
"FEMALES ------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,14.3,0.25,10
"Under 6 years",3461,23.6,0.47,19.6
"6–11 years",1553,19,0.6,17
"12–19 years",1659,15.6,0.69,12.1
"20–59 years",5921,12.2,0.29,7.8
"60 years and over",2588,13.4,0.37,10.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,15.2,0.42,10.3
"Under 6 years",1581,24.8,0.74,19.7
"6–11 years",733,20,1.04,18.5
"12–19 years",711,16,1.29,10.8
"20–59 years",1939,11.9,0.7,6.5
"60 years and over",803,13.3,0.79,9.3
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,13.9,0.3,9.9
"Under 6 years",1580,22.9,0.55,19.5
"6–11 years",693,18.3,0.73,16
"12–19 years",796,15.4,0.89,12.3
"20–59 years",3484,12.3,0.31,8.1
"60 years and over",1448,13.2,0.44,10
