"Table 114. Sucrose intake in grams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,54,1,41
"Under 6 years",6871,35,0.6,30
"6–11 years",3134,55,1.2,47
"12–19 years",3121,68,1.8,52
"20–59 years",10940,57,1.4,43
"60 years and over",5039,43,0.9,33
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,52,1.9,39
"Under 6 years",3145,34,1.1,29
"6–11 years",1446,56,2.4,49
"12–19 years",1345,66,3.3,52
"20–59 years",3329,56,3.4,40
"60 years and over",1431,37,1.3,29
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,55,1.1,42
"Under 6 years",3128,35,0.8,31
"6–11 years",1439,55,1.5,47
"12–19 years",1470,70,2.6,53
"20–59 years",6710,58,1.3,44
"60 years and over",3024,44,1.1,34
,,,,
"MALES --------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,62,1.5,48
"Under 6 years",3410,36,0.9,30
"6–11 years",1581,61,1.9,52
"12–19 years",1462,76,2.8,59
"20–59 years",5019,68,2.2,51
"60 years and over",2451,49,1.4,38
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,56,2.1,42
"Under 6 years",1564,36,1.6,29
"6–11 years",713,61,3.8,56
"12–19 years",634,74,5.2,56
"20–59 years",1390,59,3.5,43
"60 years and over",628,41,2.1,31
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,64,1.6,50
"Under 6 years",1548,37,1.3,32
"6–11 years",746,62,2.4,52
"12–19 years",674,79,3.5,62
"20–59 years",3226,69,2.2,52
"60 years and over",1576,50,1.8,39
,,,,
"FEMALES ----------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,46,0.7,36
"Under 6 years",3461,33,0.6,29
"6–11 years",1553,49,1.4,41
"12–19 years",1659,59,2.4,47
"20–59 years",5921,47,0.9,37
"60 years and over",2588,38,0.8,30
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,49,2.1,37
"Under 6 years",1581,33,1.2,28
"6–11 years",733,51,2.1,43
"12–19 years",711,59,4.3,48
"20–59 years",1939,53,4.1,38
"60 years and over",803,36,1.5,28
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,46,0.8,36
"Under 6 years",1580,33,0.9,30
"6–11 years",693,48,1.7,40
"12–19 years",796,60,3.5,46
"20–59 years",3484,46,0.9,37
"60 years and over",1448,39,1,31
