"Table 38. Vitamin C intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,106,1.3,76
"Under 6 years",6871,100,1.6,80
"6–11 years",3134,103,2.8,81
"12–19 years",3121,109,3.6,73
"20–59 years",10940,105,1.9,72
"60 years and over",5039,108,2.2,85
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,103,2.3,73
"Under 6 years",3145,103,3.1,82
"6–11 years",1446,107,4.3,85
"12–19 years",1345,113,7.1,74
"20–59 years",3329,101,3.7,68
"60 years and over",1431,95,3.3,71
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,107,1.6,77
"Under 6 years",3128,99,2.5,80
"6–11 years",1439,103,3.2,80
"12–19 years",1470,107,4.2,72
"20–59 years",6710,107,2,74
"60 years and over",3024,111,2.5,90
,,,,
"MALES ------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,114,2,82
"Under 6 years",3410,101,2.3,82
"6–11 years",1581,109,4.1,83
"12–19 years",1462,122,4.4,84
"20–59 years",5019,118,3.1,81
"60 years and over",2451,108,2.8,85
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,109,3.8,78
"Under 6 years",1564,105,4.7,84
"6–11 years",713,111,4.9,92
"12–19 years",634,123,9.8,83
"20–59 years",1390,111,6.1,73
"60 years and over",628,84,4.4,59
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,117,2.3,84
"Under 6 years",1548,100,3.5,81
"6–11 years",746,110,5.1,81
"12–19 years",674,123,4.9,83
"20–59 years",3226,120,3.2,85
"60 years and over",1576,111,3.4,90
,,,,
"FEMALES ---------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,97,1.3,71
"Under 6 years",3461,99,2,79
"6–11 years",1553,98,4.2,78
"12–19 years",1659,97,4.7,64
"20–59 years",5921,93,2,65
"60 years and over",2588,109,3.1,86
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,98,3.2,70
"Under 6 years",1581,100,3.2,80
"6–11 years",733,103,9.4,78
"12–19 years",711,104,10.4,65
"20–59 years",1939,94,4.3,62
"60 years and over",803,101,4.7,75
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,97,1.5,72
"Under 6 years",1580,98,2.5,79
"6–11 years",693,95,4,79
"12–19 years",796,92,5.1,64
"20–59 years",3484,93,2.1,65
"60 years and over",1448,111,3.6,93
