"Table 46. Riboflavin intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,2,0.02,1.8
"Under 6 years",6871,1.8,0.02,1.6
"6–11 years",3134,2.1,0.03,1.9
"12–19 years",3121,2.2,0.06,1.9
"20–59 years",10940,2,0.02,1.8
"60 years and over",5039,1.9,0.02,1.7
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,1.9,0.02,1.7
"Under 6 years",3145,1.8,0.03,1.6
"6–11 years",1446,2.1,0.05,2
"12–19 years",1345,2,0.06,1.8
"20–59 years",3329,2,0.04,1.7
"60 years and over",1431,1.7,0.05,1.4
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,2,0.02,1.8
"Under 6 years",3128,1.7,0.02,1.6
"6–11 years",1439,2.1,0.03,1.9
"12–19 years",1470,2.3,0.08,2
"20–59 years",6710,2.1,0.03,1.8
"60 years and over",3024,1.9,0.03,1.7
,,,,
"MALES --------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,2.4,0.02,2.1
"Under 6 years",3410,1.8,0.02,1.7
"6–11 years",1581,2.3,0.05,2.2
"12–19 years",1462,2.7,0.08,2.3
"20–59 years",5019,2.4,0.03,2.2
"60 years and over",2451,2.1,0.03,1.9
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,2.2,0.04,2
"Under 6 years",1564,1.8,0.04,1.7
"6–11 years",713,2.3,0.1,2.2
"12–19 years",634,2.3,0.08,2.2
"20–59 years",1390,2.5,0.06,2.2
"60 years and over",628,1.8,0.06,1.6
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,2.4,0.03,2.1
"Under 6 years",1548,1.8,0.03,1.7
"6–11 years",746,2.3,0.05,2.2
"12–19 years",674,2.9,0.11,2.4
"20–59 years",3226,2.4,0.04,2.2
"60 years and over",1576,2.2,0.03,2
,,,,
"FEMALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,1.7,0.02,1.5
"Under 6 years",3461,1.7,0.02,1.6
"6–11 years",1553,1.9,0.03,1.7
"12–19 years",1659,1.8,0.05,1.6
"20–59 years",5921,1.7,0.03,1.5
"60 years and over",2588,1.6,0.03,1.5
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,1.7,0.03,1.5
"Under 6 years",1581,1.7,0.03,1.6
"6–11 years",733,1.9,0.05,1.8
"12–19 years",711,1.8,0.08,1.5
"20–59 years",1939,1.6,0.05,1.4
"60 years and over",803,1.6,0.07,1.3
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,1.7,0.02,1.5
"Under 6 years",1580,1.7,0.03,1.6
"6–11 years",693,1.8,0.04,1.7
"12–19 years",796,1.7,0.06,1.6
"20–59 years",3484,1.7,0.03,1.5
"60 years and over",1448,1.7,0.03,1.5
