"Table 36. Vitamin B12 intake in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,5,0.11,3.5
"Under 6 years",6871,3.3,0.06,2.9
"6–11 years",3134,4.2,0.07,3.5
"12–19 years",3121,5.4,0.25,3.9
"20–59 years",10940,5.5,0.17,3.7
"60 years and over",5039,4.6,0.17,3.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,4.9,0.21,3.4
"Under 6 years",3145,3.5,0.1,3
"6–11 years",1446,4.3,0.2,3.6
"12–19 years",1345,4.9,0.37,3.5
"20–59 years",3329,5.6,0.43,3.6
"60 years and over",1431,4.2,0.33,2.6
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,5.1,0.13,3.6
"Under 6 years",3128,3.2,0.08,2.8
"6–11 years",1439,4.1,0.09,3.4
"12–19 years",1470,5.5,0.36,4
"20–59 years",6710,5.4,0.19,3.8
"60 years and over",3024,4.8,0.21,3.3
,,,,
"MALES ----------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,6.1,0.16,4.4
"Under 6 years",3410,3.5,0.1,3
"6–11 years",1581,4.6,0.12,3.8
"12–19 years",1462,6.8,0.38,4.9
"20–59 years",5019,6.7,0.26,4.8
"60 years and over",2451,5.8,0.25,4
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,6,0.47,3.9
"Under 6 years",1564,3.8,0.22,3.1
"6–11 years",713,4.9,0.3,4
"12–19 years",634,6.1,0.7,4.3
"20–59 years",1390,7.4,1.02,4.5
"60 years and over",628,5.2,0.6,3.2
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,6.1,0.18,4.4
"Under 6 years",1548,3.4,0.11,3
"6–11 years",746,4.5,0.13,3.7
"12–19 years",674,7.1,0.53,5.1
"20–59 years",3226,6.5,0.26,4.8
"60 years and over",1576,5.9,0.29,4.1
,,,,
"FEMALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,4,0.1,2.9
"Under 6 years",3461,3.2,0.06,2.8
"6–11 years",1553,3.8,0.13,3.2
"12–19 years",1659,3.9,0.18,3.2
"20–59 years",5921,4.3,0.17,3
"60 years and over",2588,3.8,0.17,2.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,3.9,0.13,2.9
"Under 6 years",1581,3.3,0.1,2.9
"6–11 years",733,3.8,0.21,3.2
"12–19 years",711,3.9,0.23,3.1
"20–59 years",1939,4.2,0.25,2.9
"60 years and over",803,3.7,0.33,2.3
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,4.1,0.14,2.9
"Under 6 years",1580,3,0.08,2.7
"6–11 years",693,3.8,0.16,3.1
"12–19 years",796,3.9,0.26,3.2
"20–59 years",3484,4.3,0.21,3
"60 years and over",1448,3.8,0.21,2.6
