"Table 44. Niacin intake in milligrams by sex, age, and income level: United States, 1988- 94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,22.8,0.19,19.9
"Under 6 years",6871,14.5,0.16,13.2
"6–11 years",3134,19.6,0.29,18
"12–19 years",3121,23.9,0.61,20.6
"20–59 years",10940,25,0.28,22.1
"60 years and over",5039,20.9,0.26,18.7
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,20.8,0.29,18
"Under 6 years",3145,14.9,0.24,13.6
"6–11 years",1446,19.8,0.49,17.6
"12–19 years",1345,21.9,0.63,18.9
"20–59 years",3329,23.5,0.55,20.1
"60 years and over",1431,18,0.65,15.9
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,23.5,0.23,20.7
"Under 6 years",3128,14.4,0.22,13.1
"6–11 years",1439,19.7,0.36,18.1
"12–19 years",1470,24.6,0.77,20.9
"20–59 years",6710,25.5,0.31,22.6
"60 years and over",3024,21.8,0.29,19.6
,,,,
"MALES -----------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,27,0.25,24
"Under 6 years",3410,15.1,0.22,14
"6–11 years",1581,21.4,0.55,19.7
"12–19 years",1462,29,0.82,25.3
"20–59 years",5019,30.2,0.34,27.5
"60 years and over",2451,24.3,0.31,22.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,24.4,0.45,21.3
"Under 6 years",1564,15.6,0.35,14.2
"6–11 years",713,21.9,0.93,19.7
"12–19 years",634,25.2,0.82,22.2
"20–59 years",1390,29.4,0.75,26.6
"60 years and over",628,19.9,0.62,17.5
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,27.8,0.3,24.8
"Under 6 years",1548,15,0.32,14
"6–11 years",746,21.5,0.57,19.9
"12–19 years",674,30.6,1.1,27
"20–59 years",3226,30.4,0.39,27.8
"60 years and over",1576,25.2,0.38,22.9
,,,,
"FEMALES ----------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,18.9,0.21,16.9
"Under 6 years",3461,13.8,0.18,12.5
"6–11 years",1553,17.8,0.3,16.4
"12–19 years",1659,18.7,0.52,16.9
"20–59 years",5921,20,0.33,18
"60 years and over",2588,18.4,0.31,16.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,18,0.3,15.9
"Under 6 years",1581,14.1,0.31,12.8
"6–11 years",733,17.9,0.46,16.2
"12–19 years",711,19.1,0.82,17.6
"20–59 years",1939,19,0.53,16.6
"60 years and over",803,17.1,0.81,14.8
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,19.3,0.24,17.4
"Under 6 years",1580,13.8,0.26,12.4
"6–11 years",693,17.7,0.43,16.4
"12–19 years",796,18.3,0.55,16.4
"20–59 years",3484,20.5,0.36,18.3
"60 years and over",1448,18.8,0.36,17
