"Table 96. Vitamin K intake in micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,92,2.1,54
"Under 6 years",6871,46,1.4,31
"6–11 years",3134,61,3.1,40
"12–19 years",3121,74,2.5,52
"20–59 years",10940,107,3.4,64
"60 years and over",5039,97,3.2,53
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,83,4.3,44
"Under 6 years",3145,51,2.6,33
"6–11 years",1446,61,4.2,39
"12–19 years",1345,75,4,52
"20–59 years",3329,103,8.7,48
"60 years and over",1431,82,4.3,38
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,95,2.4,58
"Under 6 years",3128,44,1.6,31
"6–11 years",1439,62,3.4,41
"12–19 years",1470,71,2.8,51
"20–59 years",6710,109,3.9,67
"60 years and over",3024,102,3.7,58
,,,,
"MALES ----------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,99,2.5,59
"Under 6 years",3410,46,1.9,32
"6–11 years",1581,62,3.5,44
"12–19 years",1462,79,3.1,56
"20–59 years",5019,117,4.6,71
"60 years and over",2451,101,4.4,57
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,84,3.1,48
"Under 6 years",1564,49,2.2,33
"6–11 years",713,68,4.2,45
"12–19 years",634,78,6,54
"20–59 years",1390,104,6.9,54
"60 years and over",628,84,7.9,36
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,103,3.4,64
"Under 6 years",1548,45,2.3,31
"6–11 years",746,61,4.2,44
"12–19 years",674,77,3.5,57
"20–59 years",3226,120,5.7,75
"60 years and over",1576,106,4.7,63
,,,,
"FEMALES --------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,87,2.4,49
"Under 6 years",3461,46,1.8,31
"6–11 years",1553,60,4.6,36
"12–19 years",1659,68,4.1,47
"20–59 years",5921,99,3.6,56
"60 years and over",2588,93,3.5,49
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,83,7,40
"Under 6 years",1581,52,4,32
"6–11 years",733,56,5.4,34
"12–19 years",711,73,4.9,51
"20–59 years",1939,103,14.3,43
"60 years and over",803,80,4.6,40
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,88,2.2,52
"Under 6 years",1580,43,1.8,30
"6–11 years",693,63,5.5,38
"12–19 years",796,65,5.3,45
"20–59 years",3484,97,3.1,60
"60 years and over",1448,98,4.4,55
