"Table 34. Vitamin B6 intake in milligrams by sex, age, and income level: United States, 1988–94",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,1.8,0.02,1.6
"Under 6 years",6871,1.3,0.01,1.2
"6–11 years",3134,1.7,0.03,1.5
"12–19 years",3121,1.9,0.06,1.6
"20–59 years",10940,1.9,0.02,1.7
"60 years and over",5039,1.8,0.03,1.6
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,1.7,0.03,1.5
"Under 6 years",3145,1.3,0.02,1.2
"6–11 years",1446,1.7,0.04,1.5
"12–19 years",1345,1.8,0.06,1.5
"20–59 years",3329,1.9,0.04,1.6
"60 years and over",1431,1.6,0.06,1.3
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,1.9,0.02,1.6
"Under 6 years",3128,1.3,0.02,1.2
"6–11 years",1439,1.6,0.03,1.6
"12–19 years",1470,2,0.07,1.6
"20–59 years",6710,2,0.02,1.7
"60 years and over",3024,1.9,0.03,1.7
,,,,
"MALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,2.1,0.02,1.9
"Under 6 years",3410,1.3,0.02,1.2
"6–11 years",1581,1.8,0.05,1.6
"12–19 years",1462,2.3,0.08,1.9
"20–59 years",5019,2.3,0.03,2.1
"60 years and over",2451,2.1,0.04,1.8
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,2,0.05,1.7
"Under 6 years",1564,1.4,0.03,1.2
"6–11 years",713,1.8,0.08,1.6
"12–19 years",634,2,0.09,1.7
"20–59 years",1390,2.3,0.07,2
"60 years and over",628,1.7,0.06,1.4
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,2.2,0.03,1.9
"Under 6 years",1548,1.3,0.03,1.2
"6–11 years",746,1.8,0.05,1.6
"12–19 years",674,2.4,0.11,2.1
"20–59 years",3226,2.3,0.03,2.1
"60 years and over",1576,2.1,0.04,1.9
,,,,
"FEMALES --------------------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,1.5,0.02,1.4
"Under 6 years",3461,1.3,0.02,1.2
"6–11 years",1553,1.5,0.03,1.4
"12–19 years",1659,1.5,0.05,1.3
"20–59 years",5921,1.6,0.03,1.4
"60 years and over",2588,1.6,0.03,1.4
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,1.5,0.03,1.3
"Under 6 years",1581,1.3,0.02,1.2
"6–11 years",733,1.6,0.06,1.4
"12–19 years",711,1.6,0.08,1.3
"20–59 years",1939,1.5,0.05,1.3
"60 years and over",803,1.5,0.07,1.3
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,1.6,0.02,1.4
"Under 6 years",1580,1.3,0.02,1.2
"6–11 years",693,1.5,0.05,1.4
"12–19 years",796,1.5,0.06,1.3
"20–59 years",3484,1.6,0.03,1.4
"60 years and over",1448,1.7,0.04,1.5
