"Table 94. Vitamin D intake micrograms by sex, age, and income level: United States, 1988–94",,,,
"BOTH SEXES",,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",29105,5.2,0.09,4.1
"Under 6 years",6871,6.2,0.08,5.8
"6–11 years",3134,6.1,0.14,5.5
"12–19 years",3121,5.8,0.21,4.4
"20–59 years",10940,4.9,0.13,3.5
"60 years and over",5039,5.1,0.11,4.1
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",10696,5.3,0.12,4
"Under 6 years",3145,6.3,0.12,5.8
"6–11 years",1446,6.2,0.27,5.5
"12–19 years",1345,5.5,0.34,3.8
"20–59 years",3329,4.8,0.19,3
"60 years and over",1431,4.6,0.18,3.5
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15771,5.2,0.1,4.1
"Under 6 years",3128,6.1,0.09,5.8
"6–11 years",1439,6,0.13,5.4
"12–19 years",1470,5.9,0.26,4.7
"20–59 years",6710,4.9,0.14,3.6
"60 years and over",3024,5.2,0.15,4.3
,,,,
"MALES ---------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",13923,6,0.11,4.8
"Under 6 years",3410,6.4,0.11,6
"6–11 years",1581,6.6,0.23,6
"12–19 years",1462,6.9,0.29,5.4
"20–59 years",5019,5.6,0.16,4.2
"60 years and over",2451,5.9,0.16,4.7
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",4929,6,0.18,4.7
"Under 6 years",1564,6.5,0.18,6
"6–11 years",713,6.8,0.45,6.1
"12–19 years",634,6.3,0.54,4.2
"20–59 years",1390,5.8,0.33,3.8
"60 years and over",628,4.8,0.29,3.6
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",7770,6,0.12,4.8
"Under 6 years",1548,6.3,0.14,6
"6–11 years",746,6.6,0.23,6
"12–19 years",674,7.1,0.34,5.7
"20–59 years",3226,5.6,0.16,4.3
"60 years and over",1576,6,0.21,4.9
,,,,
"FEMALES ---------------------------------------------",,,,
,,,,
"Total : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",15182,4.5,0.09,3.6
"Under 6 years",3461,5.9,0.09,5.6
"6–11 years",1553,5.4,0.19,5
"12–19 years",1659,4.7,0.21,3.5
"20–59 years",5921,4.2,0.14,3
"60 years and over",2588,4.5,0.11,3.7
,,,,
"Poverty income ratio ≤ 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",5767,4.7,0.12,3.6
"Under 6 years",1581,6.1,0.14,5.6
"6–11 years",733,5.6,0.29,5.1
"12–19 years",711,4.8,0.39,3.5
"20–59 years",1939,4,0.2,2.7
"60 years and over",803,4.5,0.22,3.5
,,,,
"Poverty income ratio > 1.300 : Sample size",,,,
,,,,
Age,"Sample size",Mean,"Standard error of the mean",Median
"All ages",8001,4.5,0.11,3.5
"Under 6 years",1580,5.8,0.12,5.6
"6–11 years",693,5.3,0.22,4.8
"12–19 years",796,4.6,0.25,3.6
"20–59 years",3484,4.2,0.16,3.1
"60 years and over",1448,4.5,0.14,3.7
